"Cor","CorRange","CorrB","CorrStrong","interaction","n1","n2","name","name2","Pvalue","selected","shared interaction","shared name","v1","v2"
"0.3455","Weak","Positive","Positive_Weak","interacts with","","","ASV359_Mesorhizobium (interacts with) ASV1396_unknown","","0.002","false","interacts with","ASV359_Mesorhizobium (interacts with) ASV1396_unknown","",""
"-0.3086","Weak","Negative","Negative_Weak","interacts with","","","ASV359_Mesorhizobium (interacts with) ASV12_Mesorhizobium","","0.007","false","interacts with","ASV359_Mesorhizobium (interacts with) ASV12_Mesorhizobium","",""
"0.4744","Strong","Positive","Positive_Strong","interacts with","","","ASV519_Methylovorus (interacts with) ASV391_Duganella","","0.002","false","interacts with","ASV519_Methylovorus (interacts with) ASV391_Duganella","",""
"0.4196","Strong","Positive","Positive_Strong","interacts with","","","ASV519_Methylovorus (interacts with) ASV315_Duganella","","0.001","false","interacts with","ASV519_Methylovorus (interacts with) ASV315_Duganella","",""
"0.4603","Strong","Positive","Positive_Strong","interacts with","","","ASV519_Methylovorus (interacts with) ASV249_Duganella","","0.002","false","interacts with","ASV519_Methylovorus (interacts with) ASV249_Duganella","",""
"0.4709","Strong","Positive","Positive_Strong","interacts with","","","ASV519_Methylovorus (interacts with) ASV234_Achromobacter","","0.002","false","interacts with","ASV519_Methylovorus (interacts with) ASV234_Achromobacter","",""
"0.4892","Strong","Positive","Positive_Strong","interacts with","","","ASV519_Methylovorus (interacts with) ASV229_Achromobacter","","0.003","false","interacts with","ASV519_Methylovorus (interacts with) ASV229_Achromobacter","",""
"-0.3587","Weak","Negative","Negative_Weak","interacts with","","","ASV519_Methylovorus (interacts with) ASV157_unknown","","0.002","false","interacts with","ASV519_Methylovorus (interacts with) ASV157_unknown","",""
"0.4172","Strong","Positive","Positive_Strong","interacts with","","","ASV519_Methylovorus (interacts with) ASV156_Duganella","","0.002","false","interacts with","ASV519_Methylovorus (interacts with) ASV156_Duganella","",""
"0.3969","Weak","Positive","Positive_Weak","interacts with","","","ASV519_Methylovorus (interacts with) ASV1464_unknown","","0.003","false","interacts with","ASV519_Methylovorus (interacts with) ASV1464_unknown","",""
"0.3724","Weak","Positive","Positive_Weak","interacts with","","","ASV519_Methylovorus (interacts with) ASV1447_Rugamonas","","0.003","false","interacts with","ASV519_Methylovorus (interacts with) ASV1447_Rugamonas","",""
"0.3916","Weak","Positive","Positive_Weak","interacts with","","","ASV519_Methylovorus (interacts with) ASV1224_Duganella","","0.004","false","interacts with","ASV519_Methylovorus (interacts with) ASV1224_Duganella","",""
"0.3529","Weak","Positive","Positive_Weak","interacts with","","","ASV519_Methylovorus (interacts with) ASV1191_unknown","","0.007","false","interacts with","ASV519_Methylovorus (interacts with) ASV1191_unknown","",""
"0.4639","Strong","Positive","Positive_Strong","interacts with","","","ASV519_Methylovorus (interacts with) ASV119_Rhizobacter","","0.002","false","interacts with","ASV519_Methylovorus (interacts with) ASV119_Rhizobacter","",""
"0.4727","Strong","Positive","Positive_Strong","interacts with","","","ASV391_Duganella (interacts with) ASV315_Duganella","","0.001","false","interacts with","ASV391_Duganella (interacts with) ASV315_Duganella","",""
"0.4643","Strong","Positive","Positive_Strong","interacts with","","","ASV391_Duganella (interacts with) ASV249_Duganella","","0.005","false","interacts with","ASV391_Duganella (interacts with) ASV249_Duganella","",""
"0.515","Strong","Positive","Positive_Strong","interacts with","","","ASV391_Duganella (interacts with) ASV234_Achromobacter","","5.0E-4","false","interacts with","ASV391_Duganella (interacts with) ASV234_Achromobacter","",""
"0.5038","Strong","Positive","Positive_Strong","interacts with","","","ASV391_Duganella (interacts with) ASV229_Achromobacter","","0.0014","false","interacts with","ASV391_Duganella (interacts with) ASV229_Achromobacter","",""
"-0.3307","Weak","Negative","Negative_Weak","interacts with","","","ASV391_Duganella (interacts with) ASV157_unknown","","0.002","false","interacts with","ASV391_Duganella (interacts with) ASV157_unknown","",""
"0.4397","Strong","Positive","Positive_Strong","interacts with","","","ASV391_Duganella (interacts with) ASV156_Duganella","","0.007","false","interacts with","ASV391_Duganella (interacts with) ASV156_Duganella","",""
"-0.2838","Weak","Negative","Negative_Weak","interacts with","","","ASV391_Duganella (interacts with) ASV15_Mesorhizobium","","0.006","false","interacts with","ASV391_Duganella (interacts with) ASV15_Mesorhizobium","",""
"0.2811","Weak","Positive","Positive_Weak","interacts with","","","ASV391_Duganella (interacts with) ASV1464_unknown","","0.005","false","interacts with","ASV391_Duganella (interacts with) ASV1464_unknown","",""
"0.4503","Strong","Positive","Positive_Strong","interacts with","","","ASV391_Duganella (interacts with) ASV1447_Rugamonas","","5.0E-4","false","interacts with","ASV391_Duganella (interacts with) ASV1447_Rugamonas","",""
"0.4619","Strong","Positive","Positive_Strong","interacts with","","","ASV391_Duganella (interacts with) ASV1224_Duganella","","5.0E-4","false","interacts with","ASV391_Duganella (interacts with) ASV1224_Duganella","",""
"0.3928","Weak","Positive","Positive_Weak","interacts with","","","ASV391_Duganella (interacts with) ASV119_Rhizobacter","","0.01","false","interacts with","ASV391_Duganella (interacts with) ASV119_Rhizobacter","",""
"-0.3022","Weak","Negative","Negative_Weak","interacts with","","","ASV637_ANPR (interacts with) ASV15_Mesorhizobium","","0.006","false","interacts with","ASV637_ANPR (interacts with) ASV15_Mesorhizobium","",""
"-0.3531","Weak","Negative","Negative_Weak","interacts with","","","ASV637_ANPR (interacts with) ASV118_Mesorhizobium","","0.002","false","interacts with","ASV637_ANPR (interacts with) ASV118_Mesorhizobium","",""
"0.3907","Weak","Positive","Positive_Weak","interacts with","","","ASV427_ANPR (interacts with) ASV311_ANPR","","0.008","false","interacts with","ASV427_ANPR (interacts with) ASV311_ANPR","",""
"0.3798","Weak","Positive","Positive_Weak","interacts with","","","ASV427_ANPR (interacts with) ASV153_ANPR","","0.006","false","interacts with","ASV427_ANPR (interacts with) ASV153_ANPR","",""
"-0.443","Strong","Negative","Negative_Strong","interacts with","","","ASV427_ANPR (interacts with) ASV118_Mesorhizobium","","0.001","false","interacts with","ASV427_ANPR (interacts with) ASV118_Mesorhizobium","",""
"0.4915","Strong","Positive","Positive_Strong","interacts with","","","ASV71_unknown (interacts with) ASV67_Mesorhizobium","","0.004","false","interacts with","ASV71_unknown (interacts with) ASV67_Mesorhizobium","",""
"0.4804","Strong","Positive","Positive_Strong","interacts with","","","ASV71_unknown (interacts with) ASV64_Mesorhizobium","","0.004","false","interacts with","ASV71_unknown (interacts with) ASV64_Mesorhizobium","",""
"-0.3228","Weak","Negative","Negative_Weak","interacts with","","","ASV71_unknown (interacts with) ASV560_unknown","","0.005","false","interacts with","ASV71_unknown (interacts with) ASV560_unknown","",""
"-0.3395","Weak","Negative","Negative_Weak","interacts with","","","ASV71_unknown (interacts with) ASV523_unknown","","0.007","false","interacts with","ASV71_unknown (interacts with) ASV523_unknown","",""
"0.5583","Strong","Positive","Positive_Strong","interacts with","","","ASV71_unknown (interacts with) ASV41_unknown","","0.002","false","interacts with","ASV71_unknown (interacts with) ASV41_unknown","",""
"0.4616","Strong","Positive","Positive_Strong","interacts with","","","ASV71_unknown (interacts with) ASV306_Mesorhizobium","","0.002","false","interacts with","ASV71_unknown (interacts with) ASV306_Mesorhizobium","",""
"0.5592","Strong","Positive","Positive_Strong","interacts with","","","ASV71_unknown (interacts with) ASV215_Mesorhizobium","","0.001","false","interacts with","ASV71_unknown (interacts with) ASV215_Mesorhizobium","",""
"0.6343","Strong","Positive","Positive_Strong","interacts with","","","ASV71_unknown (interacts with) ASV202_unknown","","0.001","false","interacts with","ASV71_unknown (interacts with) ASV202_unknown","",""
"-0.4752","Strong","Negative","Negative_Strong","interacts with","","","ASV71_unknown (interacts with) ASV2_Mesorhizobium","","0.004","false","interacts with","ASV71_unknown (interacts with) ASV2_Mesorhizobium","",""
"-0.3262","Weak","Negative","Negative_Weak","interacts with","","","ASV71_unknown (interacts with) ASV171_Pseudomonas","","0.007","false","interacts with","ASV71_unknown (interacts with) ASV171_Pseudomonas","",""
"0.5487","Strong","Positive","Positive_Strong","interacts with","","","ASV71_unknown (interacts with) ASV157_unknown","","0.001","false","interacts with","ASV71_unknown (interacts with) ASV157_unknown","",""
"0.4486","Strong","Positive","Positive_Strong","interacts with","","","ASV71_unknown (interacts with) ASV154_ANPR","","0.004","false","interacts with","ASV71_unknown (interacts with) ASV154_ANPR","",""
"-0.2727","Weak","Negative","Negative_Weak","interacts with","","","ASV71_unknown (interacts with) ASV1395_unknown","","0.01","false","interacts with","ASV71_unknown (interacts with) ASV1395_unknown","",""
"0.5705","Strong","Positive","Positive_Strong","interacts with","","","ASV71_unknown (interacts with) ASV124_Mesorhizobium","","0.001","false","interacts with","ASV71_unknown (interacts with) ASV124_Mesorhizobium","",""
"0.357","Weak","Positive","Positive_Weak","interacts with","","","ASV71_unknown (interacts with) ASV1223_Mesorhizobium","","0.007","false","interacts with","ASV71_unknown (interacts with) ASV1223_Mesorhizobium","",""
"0.4539","Strong","Positive","Positive_Strong","interacts with","","","ASV71_unknown (interacts with) ASV1168_ANPR","","0.003","false","interacts with","ASV71_unknown (interacts with) ASV1168_ANPR","",""
"0.4465","Strong","Positive","Positive_Strong","interacts with","","","ASV306_Mesorhizobium (interacts with) ASV215_Mesorhizobium","","0.002","false","interacts with","ASV306_Mesorhizobium (interacts with) ASV215_Mesorhizobium","",""
"0.3528","Weak","Positive","Positive_Weak","interacts with","","","ASV306_Mesorhizobium (interacts with) ASV1168_ANPR","","0.005","false","interacts with","ASV306_Mesorhizobium (interacts with) ASV1168_ANPR","",""
"0.5866","Strong","Positive","Positive_Strong","interacts with","","","ASV343_Mesorhizobium (interacts with) ASV307_unknown","","0.001","false","interacts with","ASV343_Mesorhizobium (interacts with) ASV307_unknown","",""
"0.6447","Strong","Positive","Positive_Strong","interacts with","","","ASV343_Mesorhizobium (interacts with) ASV28_Pseudomonas","","0.001","false","interacts with","ASV343_Mesorhizobium (interacts with) ASV28_Pseudomonas","",""
"0.6699","Strong","Positive","Positive_Strong","interacts with","","","ASV343_Mesorhizobium (interacts with) ASV274_Mesorhizobium","","0.001","false","interacts with","ASV343_Mesorhizobium (interacts with) ASV274_Mesorhizobium","",""
"-0.4095","Strong","Negative","Negative_Strong","interacts with","","","ASV343_Mesorhizobium (interacts with) ASV178_unknown","","0.002","false","interacts with","ASV343_Mesorhizobium (interacts with) ASV178_unknown","",""
"-0.352","Weak","Negative","Negative_Weak","interacts with","","","ASV343_Mesorhizobium (interacts with) ASV176_unknown","","0.01","false","interacts with","ASV343_Mesorhizobium (interacts with) ASV176_unknown","",""
"-0.3711","Weak","Negative","Negative_Weak","interacts with","","","ASV343_Mesorhizobium (interacts with) ASV15_Mesorhizobium","","0.005","false","interacts with","ASV343_Mesorhizobium (interacts with) ASV15_Mesorhizobium","",""
"0.6356","Strong","Positive","Positive_Strong","interacts with","","","ASV343_Mesorhizobium (interacts with) ASV146_unknown","","0.001","false","interacts with","ASV343_Mesorhizobium (interacts with) ASV146_unknown","",""
"0.6543","Strong","Positive","Positive_Strong","interacts with","","","ASV343_Mesorhizobium (interacts with) ASV145_unknown","","0.001","false","interacts with","ASV343_Mesorhizobium (interacts with) ASV145_unknown","",""
"0.3772","Weak","Positive","Positive_Weak","interacts with","","","ASV343_Mesorhizobium (interacts with) ASV112_Mesorhizobium","","0.009","false","interacts with","ASV343_Mesorhizobium (interacts with) ASV112_Mesorhizobium","",""
"0.4346","Strong","Positive","Positive_Strong","interacts with","","","ASV112_Mesorhizobium (interacts with) ASV111_Mesorhizobium","","0.003","false","interacts with","ASV112_Mesorhizobium (interacts with) ASV111_Mesorhizobium","",""
"-0.2681","Weak","Negative","Negative_Weak","interacts with","","","ASV1396_unknown (interacts with) ASV11_unknown","","0.006","false","interacts with","ASV1396_unknown (interacts with) ASV11_unknown","",""
"-0.3686","Weak","Negative","Negative_Weak","interacts with","","","ASV1258_ANPR (interacts with) ASV124_Mesorhizobium","","0.001","false","interacts with","ASV1258_ANPR (interacts with) ASV124_Mesorhizobium","",""
"-0.2713","Weak","Negative","Negative_Weak","interacts with","","","ASV1258_ANPR (interacts with) ASV12_Mesorhizobium","","0.006","false","interacts with","ASV1258_ANPR (interacts with) ASV12_Mesorhizobium","",""
"-0.2991","Weak","Negative","Negative_Weak","interacts with","","","ASV1258_ANPR (interacts with) ASV11_unknown","","0.003","false","interacts with","ASV1258_ANPR (interacts with) ASV11_unknown","",""
"0.4226","Strong","Positive","Positive_Strong","interacts with","","","ASV569_unknown (interacts with) ASV55_ANPR","","0.002","false","interacts with","ASV569_unknown (interacts with) ASV55_ANPR","",""
"0.4154","Strong","Positive","Positive_Strong","interacts with","","","ASV569_unknown (interacts with) ASV53_ANPR","","0.005","false","interacts with","ASV569_unknown (interacts with) ASV53_ANPR","",""
"0.3548","Weak","Positive","Positive_Weak","interacts with","","","ASV569_unknown (interacts with) ASV519_Methylovorus","","0.005","false","interacts with","ASV569_unknown (interacts with) ASV519_Methylovorus","",""
"0.4027","Strong","Positive","Positive_Strong","interacts with","","","ASV569_unknown (interacts with) ASV51_Mesorhizobium","","0.009","false","interacts with","ASV569_unknown (interacts with) ASV51_Mesorhizobium","",""
"0.3919","Weak","Positive","Positive_Weak","interacts with","","","ASV569_unknown (interacts with) ASV50_ANPR","","0.005","false","interacts with","ASV569_unknown (interacts with) ASV50_ANPR","",""
