Node1	Node2	Pvalue	Cor	CorrB	CorRange	CorrStrong
ASV80_ANPR	ASV108_Mesorhizobium	0.002	-0.3579	Negative	Weak	Negative_Weak
ASV82_ANPR	ASV108_Mesorhizobium	0.002	-0.3713	Negative	Weak	Negative_Weak
ASV89_ANPR	ASV108_Mesorhizobium	0.002	-0.331	Negative	Weak	Negative_Weak
ASV9_ANPR	ASV108_Mesorhizobium	0.001	-0.3988	Negative	Weak	Negative_Weak
ASV93_ANPR	ASV108_Mesorhizobium	0.0024	0.5533	Positive	Strong	Positive_Strong
ASV95_ANPR	ASV108_Mesorhizobium	0.002	-0.3449	Negative	Weak	Negative_Weak
ASV98_unknown	ASV108_Mesorhizobium	5e-04	0.6329	Positive	Strong	Positive_Strong
ASV11_unknown	ASV109_Mesorhizobium	0.001	-0.5126	Negative	Strong	Negative_Strong
ASV117_ANPR	ASV109_Mesorhizobium	0.001	0.6706	Positive	Strong	Positive_Strong
ASV118_Mesorhizobium	ASV109_Mesorhizobium	0.001	-0.4369	Negative	Strong	Negative_Strong
ASV1191_unknown	ASV109_Mesorhizobium	0.005	0.3995	Positive	Weak	Positive_Weak
ASV12_Mesorhizobium	ASV109_Mesorhizobium	0.001	-0.5139	Negative	Strong	Negative_Strong
ASV120_ANPR	ASV109_Mesorhizobium	0.001	0.6371	Positive	Strong	Positive_Strong
ASV121_Mesorhizobium	ASV109_Mesorhizobium	0.002	0.6227	Positive	Strong	Positive_Strong
ASV124_Mesorhizobium	ASV109_Mesorhizobium	0.001	-0.468	Negative	Strong	Negative_Strong
ASV1257_unknown	ASV109_Mesorhizobium	0.003	0.452	Positive	Strong	Positive_Strong
ASV126_unknown	ASV109_Mesorhizobium	0.001	-0.468	Negative	Strong	Negative_Strong
ASV139_ANPR	ASV109_Mesorhizobium	0.001	-0.4476	Negative	Strong	Negative_Strong
ASV1395_unknown	ASV109_Mesorhizobium	0.003	0.5035	Positive	Strong	Positive_Strong
ASV142_unknown	ASV109_Mesorhizobium	0.001	0.5981	Positive	Strong	Positive_Strong
ASV1430_unknown	ASV109_Mesorhizobium	0.001	0.4811	Positive	Strong	Positive_Strong
ASV1431_unknown	ASV109_Mesorhizobium	0.001	0.4634	Positive	Strong	Positive_Strong
ASV1464_unknown	ASV109_Mesorhizobium	0.006	0.3587	Positive	Weak	Positive_Weak
ASV157_unknown	ASV109_Mesorhizobium	0.004	-0.3889	Negative	Weak	Negative_Weak
ASV158_Mesorhizobium	ASV109_Mesorhizobium	0.001	0.6094	Positive	Strong	Positive_Strong
ASV160_Mesorhizobium	ASV109_Mesorhizobium	0.004	0.5527	Positive	Strong	Positive_Strong
ASV162_ANPR	ASV109_Mesorhizobium	0.005	-0.3452	Negative	Weak	Negative_Weak
ASV17_ANPR	ASV109_Mesorhizobium	0.001	0.6877	Positive	Strong	Positive_Strong
ASV170_Mesorhizobium	ASV109_Mesorhizobium	0.002	0.6203	Positive	Strong	Positive_Strong
ASV176_unknown	ASV109_Mesorhizobium	0.002	-0.3902	Negative	Weak	Negative_Weak
ASV178_unknown	ASV109_Mesorhizobium	0.003	-0.4036	Negative	Strong	Negative_Strong
ASV18_ANPR	ASV109_Mesorhizobium	0.001	-0.5208	Negative	Strong	Negative_Strong
ASV185_unknown	ASV109_Mesorhizobium	0.001	0.6181	Positive	Strong	Positive_Strong
ASV202_unknown	ASV109_Mesorhizobium	0.001	-0.4226	Negative	Strong	Negative_Strong
ASV21_ANPR	ASV109_Mesorhizobium	0.001	-0.5133	Negative	Strong	Negative_Strong
ASV22_Mesorhizobium	ASV109_Mesorhizobium	0.002	0.6809	Positive	Strong	Positive_Strong
ASV247_Mesorhizobium	ASV109_Mesorhizobium	0.001	0.5937	Positive	Strong	Positive_Strong
ASV254_ANPR	ASV109_Mesorhizobium	0.001	0.5734	Positive	Strong	Positive_Strong
ASV26_Mesorhizobium	ASV109_Mesorhizobium	0.003	0.5738	Positive	Strong	Positive_Strong
ASV261_ANPR	ASV109_Mesorhizobium	0.004	-0.3662	Negative	Weak	Negative_Weak
ASV27_unknown	ASV109_Mesorhizobium	0.001	-0.4794	Negative	Strong	Negative_Strong
ASV281_Mesorhizobium	ASV109_Mesorhizobium	0.001	0.5873	Positive	Strong	Positive_Strong
ASV292_Mesorhizobium	ASV109_Mesorhizobium	0.008	0.4101	Positive	Strong	Positive_Strong
ASV3_ANPR	ASV109_Mesorhizobium	0.001	-0.494	Negative	Strong	Negative_Strong
ASV31_Mesorhizobium	ASV109_Mesorhizobium	0.001	-0.5008	Negative	Strong	Negative_Strong
ASV32_ANPR	ASV109_Mesorhizobium	0.001	0.6682	Positive	Strong	Positive_Strong
ASV33_ANPR	ASV109_Mesorhizobium	0.001	-0.499	Negative	Strong	Negative_Strong
ASV34_ANPR	ASV109_Mesorhizobium	0.001	-0.5319	Negative	Strong	Negative_Strong
ASV348_unknown	ASV109_Mesorhizobium	0.001	0.5608	Positive	Strong	Positive_Strong
ASV36_Mesorhizobium	ASV109_Mesorhizobium	0.001	0.681	Positive	Strong	Positive_Strong
ASV37_unknown	ASV109_Mesorhizobium	0.001	-0.5231	Negative	Strong	Negative_Strong
ASV39_unknown	ASV109_Mesorhizobium	0.001	-0.5121	Negative	Strong	Negative_Strong
ASV41_unknown	ASV109_Mesorhizobium	0.001	-0.5213	Negative	Strong	Negative_Strong
ASV49_ANPR	ASV109_Mesorhizobium	0.001	-0.513	Negative	Strong	Negative_Strong
ASV50_ANPR	ASV109_Mesorhizobium	0.001	0.6405	Positive	Strong	Positive_Strong
ASV51_Mesorhizobium	ASV109_Mesorhizobium	0.002	0.6669	Positive	Strong	Positive_Strong
ASV53_ANPR	ASV109_Mesorhizobium	0.001	0.6694	Positive	Strong	Positive_Strong
ASV55_ANPR	ASV109_Mesorhizobium	0.001	0.6659	Positive	Strong	Positive_Strong
ASV569_unknown	ASV109_Mesorhizobium	0.002	0.4126	Positive	Strong	Positive_Strong
ASV59_ANPR	ASV109_Mesorhizobium	0.001	0.6439	Positive	Strong	Positive_Strong
ASV6_Mesorhizobium	ASV109_Mesorhizobium	0.003	0.3466	Positive	Weak	Positive_Weak
ASV61_ANPR	ASV109_Mesorhizobium	0.002	-0.3663	Negative	Weak	Negative_Weak
ASV63_unknown	ASV109_Mesorhizobium	0.001	0.6318	Positive	Strong	Positive_Strong
ASV64_Mesorhizobium	ASV109_Mesorhizobium	0.001	-0.4768	Negative	Strong	Negative_Strong
ASV66_Mesorhizobium	ASV109_Mesorhizobium	0.001	0.632	Positive	Strong	Positive_Strong
ASV67_Mesorhizobium	ASV109_Mesorhizobium	0.001	-0.4836	Negative	Strong	Negative_Strong
ASV68_Mesorhizobium	ASV109_Mesorhizobium	0.002	-0.4279	Negative	Strong	Negative_Strong
ASV72_ANPR	ASV109_Mesorhizobium	0.002	-0.4309	Negative	Strong	Negative_Strong
ASV733_unknown	ASV109_Mesorhizobium	0.003	0.4351	Positive	Strong	Positive_Strong
ASV74_ANPR	ASV109_Mesorhizobium	0.001	-0.5127	Negative	Strong	Negative_Strong
ASV748_Mesorhizobium	ASV109_Mesorhizobium	0.002	0.5235	Positive	Strong	Positive_Strong
ASV75_ANPR	ASV109_Mesorhizobium	0.001	-0.4975	Negative	Strong	Negative_Strong
ASV76_Mesorhizobium	ASV109_Mesorhizobium	0.001	-0.4733	Negative	Strong	Negative_Strong
ASV78_ANPR	ASV109_Mesorhizobium	0.001	-0.4459	Negative	Strong	Negative_Strong
ASV80_ANPR	ASV109_Mesorhizobium	0.001	-0.4922	Negative	Strong	Negative_Strong
ASV81_Mesorhizobium	ASV109_Mesorhizobium	0.001	-0.4255	Negative	Strong	Negative_Strong
ASV82_ANPR	ASV109_Mesorhizobium	0.001	-0.4681	Negative	Strong	Negative_Strong
ASV84_Mesorhizobium	ASV109_Mesorhizobium	0.001	0.6003	Positive	Strong	Positive_Strong
ASV869_ANPR	ASV109_Mesorhizobium	0.001	0.5056	Positive	Strong	Positive_Strong
ASV89_ANPR	ASV109_Mesorhizobium	0.001	-0.4473	Negative	Strong	Negative_Strong
ASV9_ANPR	ASV109_Mesorhizobium	0.001	-0.4892	Negative	Strong	Negative_Strong
ASV920_ANPR	ASV109_Mesorhizobium	0.001	0.5253	Positive	Strong	Positive_Strong
ASV95_ANPR	ASV109_Mesorhizobium	0.001	-0.5019	Negative	Strong	Negative_Strong
ASV97_ANPR	ASV109_Mesorhizobium	0.002	0.6336	Positive	Strong	Positive_Strong
ASV110_ANPR	ASV11_unknown	0.001	-0.4242	Negative	Strong	Negative_Strong
ASV117_ANPR	ASV11_unknown	0.002	-0.4908	Negative	Strong	Negative_Strong
ASV118_Mesorhizobium	ASV11_unknown	0.001	0.6435	Positive	Strong	Positive_Strong
ASV1191_unknown	ASV11_unknown	0.001	-0.3784	Negative	Weak	Negative_Weak
ASV12_Mesorhizobium	ASV11_unknown	0.001	0.9515	Positive	Strong	Positive_Strong
ASV120_ANPR	ASV11_unknown	0.001	-0.4913	Negative	Strong	Negative_Strong
ASV121_Mesorhizobium	ASV11_unknown	0.001	-0.4995	Negative	Strong	Negative_Strong
ASV1224_Duganella	ASV11_unknown	0.01	-0.2468	Negative	Weak	Negative_Weak
ASV124_Mesorhizobium	ASV11_unknown	0.001	0.7562	Positive	Strong	Positive_Strong
ASV125_unknown	ASV11_unknown	0.002	-0.3778	Negative	Weak	Negative_Weak
ASV1257_unknown	ASV11_unknown	0.001	-0.4636	Negative	Strong	Negative_Strong
ASV1258_ANPR	ASV11_unknown	0.003	-0.2991	Negative	Weak	Negative_Weak
ASV126_unknown	ASV11_unknown	0.001	0.7289	Positive	Strong	Positive_Strong
ASV135_unknown	ASV11_unknown	0.001	-0.4225	Negative	Strong	Negative_Strong
ASV139_ANPR	ASV11_unknown	0.001	0.7369	Positive	Strong	Positive_Strong
ASV1395_unknown	ASV11_unknown	0.001	-0.4565	Negative	Strong	Negative_Strong
ASV1396_unknown	ASV11_unknown	0.006	-0.2681	Negative	Weak	Negative_Weak
ASV142_unknown	ASV11_unknown	0.001	-0.486	Negative	Strong	Negative_Strong
ASV1430_unknown	ASV11_unknown	0.001	-0.4723	Negative	Strong	Negative_Strong
ASV1431_unknown	ASV11_unknown	0.001	-0.4913	Negative	Strong	Negative_Strong
ASV144_ANPR	ASV11_unknown	0.001	-0.3997	Negative	Weak	Negative_Weak
ASV1464_unknown	ASV11_unknown	0.001	-0.3733	Negative	Weak	Negative_Weak
ASV15_Mesorhizobium	ASV11_unknown	0.001	0.7287	Positive	Strong	Positive_Strong
ASV157_unknown	ASV11_unknown	0.005	0.4912	Positive	Strong	Positive_Strong
ASV158_Mesorhizobium	ASV11_unknown	0.002	-0.5217	Negative	Strong	Negative_Strong
ASV160_Mesorhizobium	ASV11_unknown	0.001	-0.475	Negative	Strong	Negative_Strong
ASV161_Mesorhizobium	ASV11_unknown	0.004	-0.396	Negative	Weak	Negative_Weak
ASV162_ANPR	ASV11_unknown	0.003	0.5195	Positive	Strong	Positive_Strong
ASV166_Mesorhizobium	ASV11_unknown	0.001	-0.4307	Negative	Strong	Negative_Strong
ASV17_ANPR	ASV11_unknown	0.001	-0.511	Negative	Strong	Negative_Strong
ASV170_Mesorhizobium	ASV11_unknown	0.001	-0.5051	Negative	Strong	Negative_Strong
ASV176_unknown	ASV11_unknown	0.001	0.6574	Positive	Strong	Positive_Strong
ASV178_unknown	ASV11_unknown	0.001	0.6796	Positive	Strong	Positive_Strong
ASV18_ANPR	ASV11_unknown	0.001	0.9396	Positive	Strong	Positive_Strong
ASV185_unknown	ASV11_unknown	0.001	-0.505	Negative	Strong	Negative_Strong
ASV188_Mesorhizobium	ASV11_unknown	0.002	-0.4153	Negative	Strong	Negative_Strong
ASV197_Mesorhizobium	ASV11_unknown	0.003	-0.4859	Negative	Strong	Negative_Strong
ASV202_unknown	ASV11_unknown	0.001	0.6515	Positive	Strong	Positive_Strong
ASV21_ANPR	ASV11_unknown	0.001	0.9388	Positive	Strong	Positive_Strong
ASV217_Mesorhizobium	ASV11_unknown	0.001	-0.4079	Negative	Strong	Negative_Strong
ASV22_Mesorhizobium	ASV11_unknown	0.001	-0.494	Negative	Strong	Negative_Strong
ASV231_Mesorhizobium	ASV11_unknown	0.002	-0.3812	Negative	Weak	Negative_Weak
ASV244_ANPR	ASV11_unknown	0.001	-0.4104	Negative	Strong	Negative_Strong
ASV247_Mesorhizobium	ASV11_unknown	0.001	-0.4867	Negative	Strong	Negative_Strong
ASV250_Mesorhizobium	ASV11_unknown	0.001	-0.3891	Negative	Weak	Negative_Weak
ASV254_ANPR	ASV11_unknown	0.001	-0.4919	Negative	Strong	Negative_Strong
ASV26_Mesorhizobium	ASV11_unknown	0.001	-0.4337	Negative	Strong	Negative_Strong
ASV261_ANPR	ASV11_unknown	0.001	0.5961	Positive	Strong	Positive_Strong
ASV27_unknown	ASV11_unknown	0.001	0.9136	Positive	Strong	Positive_Strong
ASV281_Mesorhizobium	ASV11_unknown	0.001	-0.4974	Negative	Strong	Negative_Strong
ASV292_Mesorhizobium	ASV11_unknown	0.001	-0.4854	Negative	Strong	Negative_Strong
ASV3_ANPR	ASV11_unknown	0.001	0.8252	Positive	Strong	Positive_Strong
ASV31_Mesorhizobium	ASV11_unknown	0.001	0.9022	Positive	Strong	Positive_Strong
ASV32_ANPR	ASV11_unknown	0.001	-0.5067	Negative	Strong	Negative_Strong
ASV33_ANPR	ASV11_unknown	0.001	0.9168	Positive	Strong	Positive_Strong
ASV336_Mesorhizobium	ASV11_unknown	0.001	-0.3466	Negative	Weak	Negative_Weak
ASV34_ANPR	ASV11_unknown	0.001	0.9292	Positive	Strong	Positive_Strong
ASV348_unknown	ASV11_unknown	0.001	-0.4993	Negative	Strong	Negative_Strong
ASV35_Mesorhizobium	ASV11_unknown	0.001	-0.5538	Negative	Strong	Negative_Strong
ASV36_Mesorhizobium	ASV11_unknown	0.001	-0.4819	Negative	Strong	Negative_Strong
ASV37_unknown	ASV11_unknown	0.001	0.9241	Positive	Strong	Positive_Strong
ASV39_unknown	ASV11_unknown	0.001	0.8722	Positive	Strong	Positive_Strong
ASV41_unknown	ASV11_unknown	0.001	0.8867	Positive	Strong	Positive_Strong
ASV421_unknown	ASV11_unknown	0.006	-0.3369	Negative	Weak	Negative_Weak
ASV426_unknown	ASV11_unknown	0.001	-0.4012	Negative	Strong	Negative_Strong
ASV43_unknown	ASV11_unknown	0.001	-0.3755	Negative	Weak	Negative_Weak
ASV458_unknown	ASV11_unknown	0.001	-0.4016	Negative	Strong	Negative_Strong
ASV49_ANPR	ASV11_unknown	0.001	0.7739	Positive	Strong	Positive_Strong
ASV50_ANPR	ASV11_unknown	0.001	-0.4754	Negative	Strong	Negative_Strong
ASV51_Mesorhizobium	ASV11_unknown	0.001	-0.4718	Negative	Strong	Negative_Strong
ASV53_ANPR	ASV11_unknown	0.001	-0.4914	Negative	Strong	Negative_Strong
ASV55_ANPR	ASV11_unknown	0.001	-0.5121	Negative	Strong	Negative_Strong
ASV56_ANPR	ASV11_unknown	0.001	-0.3756	Negative	Weak	Negative_Weak
ASV58_ANPR	ASV11_unknown	0.003	-0.3911	Negative	Weak	Negative_Weak
ASV59_ANPR	ASV11_unknown	0.001	-0.5031	Negative	Strong	Negative_Strong
ASV6_Mesorhizobium	ASV11_unknown	0.001	-0.5887	Negative	Strong	Negative_Strong
ASV60_Mesorhizobium	ASV11_unknown	0.001	0.6907	Positive	Strong	Positive_Strong
ASV61_ANPR	ASV11_unknown	0.001	0.6839	Positive	Strong	Positive_Strong
ASV63_unknown	ASV11_unknown	0.001	-0.4619	Negative	Strong	Negative_Strong
ASV64_Mesorhizobium	ASV11_unknown	0.001	0.6691	Positive	Strong	Positive_Strong
ASV66_Mesorhizobium	ASV11_unknown	0.001	-0.5122	Negative	Strong	Negative_Strong
ASV67_Mesorhizobium	ASV11_unknown	0.001	0.7155	Positive	Strong	Positive_Strong
ASV68_Mesorhizobium	ASV11_unknown	0.001	0.856	Positive	Strong	Positive_Strong
ASV70_Caulobacter	ASV11_unknown	0.006	-0.2761	Negative	Weak	Negative_Weak
ASV72_ANPR	ASV11_unknown	0.001	0.7427	Positive	Strong	Positive_Strong
ASV733_unknown	ASV11_unknown	0.001	-0.3933	Negative	Weak	Negative_Weak
ASV74_ANPR	ASV11_unknown	0.001	0.8594	Positive	Strong	Positive_Strong
ASV748_Mesorhizobium	ASV11_unknown	0.001	-0.4123	Negative	Strong	Negative_Strong
ASV75_ANPR	ASV11_unknown	0.001	0.8341	Positive	Strong	Positive_Strong
ASV756_Mesorhizobium	ASV11_unknown	0.009	-0.2582	Negative	Weak	Negative_Weak
ASV76_Mesorhizobium	ASV11_unknown	0.001	0.7576	Positive	Strong	Positive_Strong
ASV78_ANPR	ASV11_unknown	0.001	0.8032	Positive	Strong	Positive_Strong
ASV8_Mesorhizobium	ASV11_unknown	0.001	0.7781	Positive	Strong	Positive_Strong
ASV80_ANPR	ASV11_unknown	0.001	0.8192	Positive	Strong	Positive_Strong
ASV81_Mesorhizobium	ASV11_unknown	0.001	0.6333	Positive	Strong	Positive_Strong
ASV82_ANPR	ASV11_unknown	0.001	0.7821	Positive	Strong	Positive_Strong
ASV84_Mesorhizobium	ASV11_unknown	0.001	-0.4955	Negative	Strong	Negative_Strong
ASV869_ANPR	ASV11_unknown	0.001	-0.5037	Negative	Strong	Negative_Strong
ASV87_Mesorhizobium	ASV11_unknown	0.002	-0.4447	Negative	Strong	Negative_Strong
ASV879_Mesorhizobium	ASV11_unknown	0.003	-0.3824	Negative	Weak	Negative_Weak
ASV89_ANPR	ASV11_unknown	0.001	0.7966	Positive	Strong	Positive_Strong
ASV9_ANPR	ASV11_unknown	0.001	0.9399	Positive	Strong	Positive_Strong
ASV920_ANPR	ASV11_unknown	0.001	-0.4562	Negative	Strong	Negative_Strong
ASV93_ANPR	ASV11_unknown	0.001	-0.4053	Negative	Strong	Negative_Strong
ASV95_ANPR	ASV11_unknown	0.001	0.8425	Positive	Strong	Positive_Strong
ASV954_unknown	ASV11_unknown	0.002	-0.3278	Negative	Weak	Negative_Weak
ASV97_ANPR	ASV11_unknown	0.001	-0.4823	Negative	Strong	Negative_Strong
ASV98_unknown	ASV11_unknown	0.001	-0.4025	Negative	Strong	Negative_Strong
ASV118_Mesorhizobium	ASV110_ANPR	0.001	-0.3516	Negative	Weak	Negative_Weak
ASV12_Mesorhizobium	ASV110_ANPR	0.001	-0.4107	Negative	Strong	Negative_Strong
ASV124_Mesorhizobium	ASV110_ANPR	0.003	-0.3644	Negative	Weak	Negative_Weak
ASV125_unknown	ASV110_ANPR	5e-04	0.562	Positive	Strong	Positive_Strong
ASV126_unknown	ASV110_ANPR	0.004	-0.361	Negative	Weak	Negative_Weak
ASV135_unknown	ASV110_ANPR	5e-04	0.5911	Positive	Strong	Positive_Strong
ASV139_ANPR	ASV110_ANPR	0.003	-0.3526	Negative	Weak	Negative_Weak
ASV144_ANPR	ASV110_ANPR	5e-04	0.5511	Positive	Strong	Positive_Strong
ASV15_Mesorhizobium	ASV110_ANPR	0.009	-0.2812	Negative	Weak	Negative_Weak
ASV166_Mesorhizobium	ASV110_ANPR	5e-04	0.568	Positive	Strong	Positive_Strong
ASV178_unknown	ASV110_ANPR	0.007	-0.3016	Negative	Weak	Negative_Weak
ASV18_ANPR	ASV110_ANPR	0.001	-0.4158	Negative	Strong	Negative_Strong
ASV188_Mesorhizobium	ASV110_ANPR	5e-04	0.5674	Positive	Strong	Positive_Strong
ASV202_unknown	ASV110_ANPR	0.003	-0.2941	Negative	Weak	Negative_Weak
ASV21_ANPR	ASV110_ANPR	0.001	-0.4095	Negative	Strong	Negative_Strong
ASV217_Mesorhizobium	ASV110_ANPR	5e-04	0.5151	Positive	Strong	Positive_Strong
ASV231_Mesorhizobium	ASV110_ANPR	5e-04	0.5337	Positive	Strong	Positive_Strong
ASV244_ANPR	ASV110_ANPR	5e-04	0.5614	Positive	Strong	Positive_Strong
ASV250_Mesorhizobium	ASV110_ANPR	5e-04	0.5571	Positive	Strong	Positive_Strong
ASV261_ANPR	ASV110_ANPR	0.007	-0.2885	Negative	Weak	Negative_Weak
ASV27_unknown	ASV110_ANPR	0.001	-0.3961	Negative	Weak	Negative_Weak
ASV3_ANPR	ASV110_ANPR	0.002	-0.3937	Negative	Weak	Negative_Weak
ASV31_Mesorhizobium	ASV110_ANPR	0.001	-0.4063	Negative	Strong	Negative_Strong
ASV33_ANPR	ASV110_ANPR	0.001	-0.4205	Negative	Strong	Negative_Strong
ASV34_ANPR	ASV110_ANPR	0.001	-0.3993	Negative	Weak	Negative_Weak
ASV37_unknown	ASV110_ANPR	0.001	-0.4389	Negative	Strong	Negative_Strong
ASV39_unknown	ASV110_ANPR	0.001	-0.3777	Negative	Weak	Negative_Weak
ASV41_unknown	ASV110_ANPR	0.001	-0.4274	Negative	Strong	Negative_Strong
ASV43_unknown	ASV110_ANPR	5e-04	0.6268	Positive	Strong	Positive_Strong
ASV49_ANPR	ASV110_ANPR	0.002	-0.3882	Negative	Weak	Negative_Weak
ASV56_ANPR	ASV110_ANPR	5e-04	0.6034	Positive	Strong	Positive_Strong
ASV58_ANPR	ASV110_ANPR	0.0014	0.5651	Positive	Strong	Positive_Strong
ASV6_Mesorhizobium	ASV110_ANPR	0.006	0.3004	Positive	Weak	Positive_Weak
ASV60_Mesorhizobium	ASV110_ANPR	0.001	-0.4508	Negative	Strong	Negative_Strong
ASV61_ANPR	ASV110_ANPR	0.006	-0.3204	Negative	Weak	Negative_Weak
ASV68_Mesorhizobium	ASV110_ANPR	0.001	-0.3928	Negative	Weak	Negative_Weak
ASV72_ANPR	ASV110_ANPR	0.003	-0.3592	Negative	Weak	Negative_Weak
ASV74_ANPR	ASV110_ANPR	0.001	-0.4084	Negative	Strong	Negative_Strong
ASV75_ANPR	ASV110_ANPR	0.002	-0.371	Negative	Weak	Negative_Weak
ASV76_Mesorhizobium	ASV110_ANPR	0.002	-0.3631	Negative	Weak	Negative_Weak
ASV78_ANPR	ASV110_ANPR	0.001	-0.3885	Negative	Weak	Negative_Weak
ASV80_ANPR	ASV110_ANPR	0.001	-0.371	Negative	Weak	Negative_Weak
ASV82_ANPR	ASV110_ANPR	0.001	-0.3774	Negative	Weak	Negative_Weak
ASV89_ANPR	ASV110_ANPR	0.004	-0.3655	Negative	Weak	Negative_Weak
ASV9_ANPR	ASV110_ANPR	0.001	-0.4248	Negative	Strong	Negative_Strong
ASV93_ANPR	ASV110_ANPR	0.0014	0.5498	Positive	Strong	Positive_Strong
ASV95_ANPR	ASV110_ANPR	0.001	-0.3879	Negative	Weak	Negative_Weak
ASV98_unknown	ASV110_ANPR	5e-04	0.5653	Positive	Strong	Positive_Strong
ASV112_Mesorhizobium	ASV111_Mesorhizobium	0.003	0.4346	Positive	Strong	Positive_Strong
ASV121_Mesorhizobium	ASV111_Mesorhizobium	0.009	0.3515	Positive	Weak	Positive_Weak
ASV126_unknown	ASV111_Mesorhizobium	0.004	-0.4521	Negative	Strong	Negative_Strong
ASV139_ANPR	ASV111_Mesorhizobium	0.001	-0.5618	Negative	Strong	Negative_Strong
ASV158_Mesorhizobium	ASV111_Mesorhizobium	0.008	0.3132	Positive	Weak	Positive_Weak
ASV161_Mesorhizobium	ASV111_Mesorhizobium	0.005	0.4355	Positive	Strong	Positive_Strong
ASV162_ANPR	ASV111_Mesorhizobium	0.003	-0.4508	Negative	Strong	Negative_Strong
ASV176_unknown	ASV111_Mesorhizobium	0.002	-0.4855	Negative	Strong	Negative_Strong
ASV178_unknown	ASV111_Mesorhizobium	0.001	-0.5631	Negative	Strong	Negative_Strong
ASV197_Mesorhizobium	ASV111_Mesorhizobium	0.001	0.4741	Positive	Strong	Positive_Strong
ASV247_Mesorhizobium	ASV111_Mesorhizobium	0.01	0.3051	Positive	Weak	Positive_Weak
ASV254_ANPR	ASV111_Mesorhizobium	0.007	0.3242	Positive	Weak	Positive_Weak
ASV261_ANPR	ASV111_Mesorhizobium	0.001	-0.5798	Negative	Strong	Negative_Strong
ASV281_Mesorhizobium	ASV111_Mesorhizobium	0.01	0.3028	Positive	Weak	Positive_Weak
ASV292_Mesorhizobium	ASV111_Mesorhizobium	0.006	0.3477	Positive	Weak	Positive_Weak
ASV336_Mesorhizobium	ASV111_Mesorhizobium	0.01	0.2655	Positive	Weak	Positive_Weak
ASV35_Mesorhizobium	ASV111_Mesorhizobium	0.002	0.4925	Positive	Strong	Positive_Strong
ASV36_Mesorhizobium	ASV111_Mesorhizobium	0.007	0.3647	Positive	Weak	Positive_Weak
ASV39_unknown	ASV111_Mesorhizobium	0.001	-0.5027	Negative	Strong	Negative_Strong
ASV47_Mesorhizobium	ASV111_Mesorhizobium	0.001	0.613	Positive	Strong	Positive_Strong
ASV49_ANPR	ASV111_Mesorhizobium	0.007	-0.4257	Negative	Strong	Negative_Strong
ASV50_ANPR	ASV111_Mesorhizobium	0.01	0.3426	Positive	Weak	Positive_Weak
ASV61_ANPR	ASV111_Mesorhizobium	0.003	-0.4771	Negative	Strong	Negative_Strong
ASV626_Azorhizophilus	ASV111_Mesorhizobium	0.006	0.3393	Positive	Weak	Positive_Weak
ASV68_Mesorhizobium	ASV111_Mesorhizobium	0.009	-0.4442	Negative	Strong	Negative_Strong
ASV72_ANPR	ASV111_Mesorhizobium	0.001	-0.5622	Negative	Strong	Negative_Strong
ASV75_ANPR	ASV111_Mesorhizobium	0.004	-0.5129	Negative	Strong	Negative_Strong
ASV78_ANPR	ASV111_Mesorhizobium	0.001	-0.5077	Negative	Strong	Negative_Strong
ASV82_ANPR	ASV111_Mesorhizobium	0.003	-0.4769	Negative	Strong	Negative_Strong
ASV87_Mesorhizobium	ASV111_Mesorhizobium	0.009	0.3607	Positive	Weak	Positive_Weak
ASV89_ANPR	ASV111_Mesorhizobium	0.003	-0.5348	Negative	Strong	Negative_Strong
ASV95_ANPR	ASV111_Mesorhizobium	0.002	-0.4905	Negative	Strong	Negative_Strong
ASV145_unknown	ASV112_Mesorhizobium	0.01	0.3709	Positive	Weak	Positive_Weak
ASV146_unknown	ASV112_Mesorhizobium	0.009	0.3757	Positive	Weak	Positive_Weak
ASV161_Mesorhizobium	ASV112_Mesorhizobium	0.001	0.6563	Positive	Strong	Positive_Strong
ASV178_unknown	ASV112_Mesorhizobium	0.001	-0.4467	Negative	Strong	Negative_Strong
ASV197_Mesorhizobium	ASV112_Mesorhizobium	0.001	0.5777	Positive	Strong	Positive_Strong
ASV274_Mesorhizobium	ASV112_Mesorhizobium	0.009	0.3222	Positive	Weak	Positive_Weak
ASV307_unknown	ASV112_Mesorhizobium	0.004	0.3807	Positive	Weak	Positive_Weak
ASV343_Mesorhizobium	ASV112_Mesorhizobium	0.009	0.3772	Positive	Weak	Positive_Weak
ASV35_Mesorhizobium	ASV112_Mesorhizobium	0.004	0.4483	Positive	Strong	Positive_Strong
ASV386_unknown	ASV112_Mesorhizobium	0.003	0.3782	Positive	Weak	Positive_Weak
ASV392_unknown	ASV112_Mesorhizobium	0.009	0.3453	Positive	Weak	Positive_Weak
ASV396_unknown	ASV112_Mesorhizobium	0.004	0.4032	Positive	Strong	Positive_Strong
ASV421_unknown	ASV112_Mesorhizobium	0.003	0.3983	Positive	Weak	Positive_Weak
ASV47_Mesorhizobium	ASV112_Mesorhizobium	0.01	0.407	Positive	Strong	Positive_Strong
ASV498_unknown	ASV112_Mesorhizobium	0.004	0.3776	Positive	Weak	Positive_Weak
ASV626_Azorhizophilus	ASV112_Mesorhizobium	0.008	0.3499	Positive	Weak	Positive_Weak
ASV717_Pseudomonas	ASV112_Mesorhizobium	0.005	0.3815	Positive	Weak	Positive_Weak
