Node1	Node2	Pvalue	Cor	CorrB	CorRange	CorrStrong
ASV74_ANPR	ASV176_unknown	0.003	0.5495	Positive	Strong	Positive_Strong
ASV748_Mesorhizobium	ASV176_unknown	0.007	-0.3037	Negative	Weak	Negative_Weak
ASV75_ANPR	ASV176_unknown	0.001	0.7374	Positive	Strong	Positive_Strong
ASV76_Mesorhizobium	ASV176_unknown	0.004	0.4904	Positive	Strong	Positive_Strong
ASV78_ANPR	ASV176_unknown	0.001	0.7727	Positive	Strong	Positive_Strong
ASV8_Mesorhizobium	ASV176_unknown	0.004	0.4856	Positive	Strong	Positive_Strong
ASV80_ANPR	ASV176_unknown	0.001	0.5728	Positive	Strong	Positive_Strong
ASV82_ANPR	ASV176_unknown	0.001	0.7324	Positive	Strong	Positive_Strong
ASV84_Mesorhizobium	ASV176_unknown	0.001	-0.3754	Negative	Weak	Negative_Weak
ASV869_ANPR	ASV176_unknown	0.004	-0.3551	Negative	Weak	Negative_Weak
ASV87_Mesorhizobium	ASV176_unknown	0.001	-0.461	Negative	Strong	Negative_Strong
ASV879_Mesorhizobium	ASV176_unknown	0.002	-0.3734	Negative	Weak	Negative_Weak
ASV89_ANPR	ASV176_unknown	0.001	0.769	Positive	Strong	Positive_Strong
ASV9_ANPR	ASV176_unknown	0.001	0.6477	Positive	Strong	Positive_Strong
ASV920_ANPR	ASV176_unknown	0.001	-0.3592	Negative	Weak	Negative_Weak
ASV93_ANPR	ASV176_unknown	0.008	-0.2957	Negative	Weak	Negative_Weak
ASV95_ANPR	ASV176_unknown	0.001	0.7112	Positive	Strong	Positive_Strong
ASV97_ANPR	ASV176_unknown	0.001	-0.3672	Negative	Weak	Negative_Weak
ASV98_unknown	ASV176_unknown	0.008	-0.264	Negative	Weak	Negative_Weak
ASV18_ANPR	ASV178_unknown	0.001	0.6762	Positive	Strong	Positive_Strong
ASV185_unknown	ASV178_unknown	0.001	-0.429	Negative	Strong	Negative_Strong
ASV188_Mesorhizobium	ASV178_unknown	0.005	-0.3022	Negative	Weak	Negative_Weak
ASV197_Mesorhizobium	ASV178_unknown	0.001	-0.4801	Negative	Strong	Negative_Strong
ASV202_unknown	ASV178_unknown	0.005	0.4297	Positive	Strong	Positive_Strong
ASV21_ANPR	ASV178_unknown	0.001	0.6727	Positive	Strong	Positive_Strong
ASV217_Mesorhizobium	ASV178_unknown	0.007	-0.2911	Negative	Weak	Negative_Weak
ASV22_Mesorhizobium	ASV178_unknown	0.004	-0.4324	Negative	Strong	Negative_Strong
ASV231_Mesorhizobium	ASV178_unknown	0.009	-0.267	Negative	Weak	Negative_Weak
ASV244_ANPR	ASV178_unknown	0.005	-0.2947	Negative	Weak	Negative_Weak
ASV247_Mesorhizobium	ASV178_unknown	0.002	-0.3829	Negative	Weak	Negative_Weak
ASV250_Mesorhizobium	ASV178_unknown	0.006	-0.2969	Negative	Weak	Negative_Weak
ASV254_ANPR	ASV178_unknown	0.002	-0.4367	Negative	Strong	Negative_Strong
ASV26_Mesorhizobium	ASV178_unknown	0.002	-0.3748	Negative	Weak	Negative_Weak
ASV261_ANPR	ASV178_unknown	0.001	0.7258	Positive	Strong	Positive_Strong
ASV27_unknown	ASV178_unknown	0.001	0.69	Positive	Strong	Positive_Strong
ASV274_Mesorhizobium	ASV178_unknown	0.001	-0.4093	Negative	Strong	Negative_Strong
ASV281_Mesorhizobium	ASV178_unknown	0.001	-0.4212	Negative	Strong	Negative_Strong
ASV292_Mesorhizobium	ASV178_unknown	0.003	-0.3569	Negative	Weak	Negative_Weak
ASV3_ANPR	ASV178_unknown	0.001	0.6204	Positive	Strong	Positive_Strong
ASV307_unknown	ASV178_unknown	0.001	-0.4419	Negative	Strong	Negative_Strong
ASV31_Mesorhizobium	ASV178_unknown	0.002	0.644	Positive	Strong	Positive_Strong
ASV32_ANPR	ASV178_unknown	0.001	-0.4664	Negative	Strong	Negative_Strong
ASV33_ANPR	ASV178_unknown	0.001	0.6722	Positive	Strong	Positive_Strong
ASV336_Mesorhizobium	ASV178_unknown	0.009	-0.2548	Negative	Weak	Negative_Weak
ASV34_ANPR	ASV178_unknown	0.001	0.6779	Positive	Strong	Positive_Strong
ASV343_Mesorhizobium	ASV178_unknown	0.002	-0.4095	Negative	Strong	Negative_Strong
ASV348_unknown	ASV178_unknown	0.002	-0.4213	Negative	Strong	Negative_Strong
ASV35_Mesorhizobium	ASV178_unknown	0.001	-0.6101	Negative	Strong	Negative_Strong
ASV36_Mesorhizobium	ASV178_unknown	0.003	-0.3878	Negative	Weak	Negative_Weak
ASV37_unknown	ASV178_unknown	0.001	0.6632	Positive	Strong	Positive_Strong
ASV375_unknown	ASV178_unknown	0.001	-0.4649	Negative	Strong	Negative_Strong
ASV386_unknown	ASV178_unknown	0.003	-0.4592	Negative	Strong	Negative_Strong
ASV39_unknown	ASV178_unknown	0.001	0.7523	Positive	Strong	Positive_Strong
ASV392_unknown	ASV178_unknown	0.001	-0.4269	Negative	Strong	Negative_Strong
ASV396_unknown	ASV178_unknown	0.002	-0.4555	Negative	Strong	Negative_Strong
ASV41_unknown	ASV178_unknown	0.001	0.5788	Positive	Strong	Positive_Strong
ASV421_unknown	ASV178_unknown	0.001	-0.4902	Negative	Strong	Negative_Strong
ASV426_unknown	ASV178_unknown	0.001	-0.3771	Negative	Weak	Negative_Weak
ASV43_unknown	ASV178_unknown	0.009	-0.2967	Negative	Weak	Negative_Weak
ASV458_unknown	ASV178_unknown	0.002	-0.3466	Negative	Weak	Negative_Weak
ASV47_Mesorhizobium	ASV178_unknown	0.001	-0.5378	Negative	Strong	Negative_Strong
ASV49_ANPR	ASV178_unknown	0.001	0.7004	Positive	Strong	Positive_Strong
ASV498_unknown	ASV178_unknown	0.001	-0.4475	Negative	Strong	Negative_Strong
ASV50_ANPR	ASV178_unknown	0.003	-0.3974	Negative	Weak	Negative_Weak
ASV51_Mesorhizobium	ASV178_unknown	0.001	-0.397	Negative	Weak	Negative_Weak
ASV53_ANPR	ASV178_unknown	0.005	-0.3764	Negative	Weak	Negative_Weak
ASV55_ANPR	ASV178_unknown	0.002	-0.4135	Negative	Strong	Negative_Strong
ASV59_ANPR	ASV178_unknown	0.003	-0.3889	Negative	Weak	Negative_Weak
ASV591_unknown	ASV178_unknown	0.002	-0.4004	Negative	Strong	Negative_Strong
ASV6_Mesorhizobium	ASV178_unknown	0.001	-0.4902	Negative	Strong	Negative_Strong
ASV61_ANPR	ASV178_unknown	0.001	0.7575	Positive	Strong	Positive_Strong
ASV626_Azorhizophilus	ASV178_unknown	0.001	-0.437	Negative	Strong	Negative_Strong
ASV63_unknown	ASV178_unknown	0.002	-0.4035	Negative	Strong	Negative_Strong
ASV64_Mesorhizobium	ASV178_unknown	0.001	0.4844	Positive	Strong	Positive_Strong
ASV66_Mesorhizobium	ASV178_unknown	0.001	-0.4444	Negative	Strong	Negative_Strong
ASV67_Mesorhizobium	ASV178_unknown	0.007	0.4551	Positive	Strong	Positive_Strong
ASV68_Mesorhizobium	ASV178_unknown	0.001	0.6838	Positive	Strong	Positive_Strong
ASV717_Pseudomonas	ASV178_unknown	0.001	-0.465	Negative	Strong	Negative_Strong
ASV72_ANPR	ASV178_unknown	0.001	0.8036	Positive	Strong	Positive_Strong
ASV733_unknown	ASV178_unknown	0.006	-0.3041	Negative	Weak	Negative_Weak
ASV74_ANPR	ASV178_unknown	0.001	0.5601	Positive	Strong	Positive_Strong
ASV748_Mesorhizobium	ASV178_unknown	0.001	-0.3824	Negative	Weak	Negative_Weak
ASV75_ANPR	ASV178_unknown	0.001	0.7635	Positive	Strong	Positive_Strong
ASV76_Mesorhizobium	ASV178_unknown	0.002	0.4975	Positive	Strong	Positive_Strong
ASV78_ANPR	ASV178_unknown	0.001	0.769	Positive	Strong	Positive_Strong
ASV8_Mesorhizobium	ASV178_unknown	0.004	0.5245	Positive	Strong	Positive_Strong
ASV80_ANPR	ASV178_unknown	0.001	0.5624	Positive	Strong	Positive_Strong
ASV81_Mesorhizobium	ASV178_unknown	0.009	0.4294	Positive	Strong	Positive_Strong
ASV82_ANPR	ASV178_unknown	0.001	0.7813	Positive	Strong	Positive_Strong
ASV84_Mesorhizobium	ASV178_unknown	0.002	-0.4266	Negative	Strong	Negative_Strong
ASV869_ANPR	ASV178_unknown	0.003	-0.3917	Negative	Weak	Negative_Weak
ASV87_Mesorhizobium	ASV178_unknown	0.002	-0.4795	Negative	Strong	Negative_Strong
ASV879_Mesorhizobium	ASV178_unknown	0.001	-0.4037	Negative	Strong	Negative_Strong
ASV89_ANPR	ASV178_unknown	0.001	0.8009	Positive	Strong	Positive_Strong
ASV9_ANPR	ASV178_unknown	0.001	0.6883	Positive	Strong	Positive_Strong
ASV920_ANPR	ASV178_unknown	0.001	-0.3994	Negative	Weak	Negative_Weak
ASV93_ANPR	ASV178_unknown	0.004	-0.3182	Negative	Weak	Negative_Weak
ASV95_ANPR	ASV178_unknown	0.001	0.733	Positive	Strong	Positive_Strong
ASV97_ANPR	ASV178_unknown	0.002	-0.4204	Negative	Strong	Negative_Strong
ASV185_unknown	ASV18_ANPR	0.001	-0.5218	Negative	Strong	Negative_Strong
ASV188_Mesorhizobium	ASV18_ANPR	0.001	-0.4211	Negative	Strong	Negative_Strong
ASV197_Mesorhizobium	ASV18_ANPR	0.002	-0.4865	Negative	Strong	Negative_Strong
ASV202_unknown	ASV18_ANPR	0.001	0.6176	Positive	Strong	Positive_Strong
ASV21_ANPR	ASV18_ANPR	0.001	0.9196	Positive	Strong	Positive_Strong
ASV217_Mesorhizobium	ASV18_ANPR	0.002	-0.4317	Negative	Strong	Negative_Strong
ASV22_Mesorhizobium	ASV18_ANPR	0.001	-0.5082	Negative	Strong	Negative_Strong
ASV231_Mesorhizobium	ASV18_ANPR	0.002	-0.3729	Negative	Weak	Negative_Weak
ASV244_ANPR	ASV18_ANPR	0.001	-0.4267	Negative	Strong	Negative_Strong
ASV247_Mesorhizobium	ASV18_ANPR	0.001	-0.4812	Negative	Strong	Negative_Strong
ASV250_Mesorhizobium	ASV18_ANPR	0.003	-0.3929	Negative	Weak	Negative_Weak
ASV254_ANPR	ASV18_ANPR	0.001	-0.5193	Negative	Strong	Negative_Strong
ASV26_Mesorhizobium	ASV18_ANPR	0.001	-0.4478	Negative	Strong	Negative_Strong
ASV261_ANPR	ASV18_ANPR	0.001	0.6273	Positive	Strong	Positive_Strong
ASV27_unknown	ASV18_ANPR	0.001	0.9174	Positive	Strong	Positive_Strong
ASV281_Mesorhizobium	ASV18_ANPR	0.001	-0.497	Negative	Strong	Negative_Strong
ASV292_Mesorhizobium	ASV18_ANPR	0.001	-0.5005	Negative	Strong	Negative_Strong
ASV3_ANPR	ASV18_ANPR	0.001	0.829	Positive	Strong	Positive_Strong
ASV31_Mesorhizobium	ASV18_ANPR	0.001	0.8949	Positive	Strong	Positive_Strong
ASV32_ANPR	ASV18_ANPR	0.001	-0.5209	Negative	Strong	Negative_Strong
ASV33_ANPR	ASV18_ANPR	0.001	0.9258	Positive	Strong	Positive_Strong
ASV336_Mesorhizobium	ASV18_ANPR	0.001	-0.373	Negative	Weak	Negative_Weak
ASV34_ANPR	ASV18_ANPR	0.001	0.9377	Positive	Strong	Positive_Strong
ASV348_unknown	ASV18_ANPR	0.001	-0.4982	Negative	Strong	Negative_Strong
ASV35_Mesorhizobium	ASV18_ANPR	0.001	-0.5916	Negative	Strong	Negative_Strong
ASV36_Mesorhizobium	ASV18_ANPR	0.001	-0.4923	Negative	Strong	Negative_Strong
ASV37_unknown	ASV18_ANPR	0.001	0.9267	Positive	Strong	Positive_Strong
ASV39_unknown	ASV18_ANPR	0.001	0.8768	Positive	Strong	Positive_Strong
ASV41_unknown	ASV18_ANPR	0.001	0.8668	Positive	Strong	Positive_Strong
ASV421_unknown	ASV18_ANPR	0.009	-0.3324	Negative	Weak	Negative_Weak
ASV426_unknown	ASV18_ANPR	0.001	-0.3742	Negative	Weak	Negative_Weak
ASV43_unknown	ASV18_ANPR	0.001	-0.3828	Negative	Weak	Negative_Weak
ASV458_unknown	ASV18_ANPR	0.002	-0.4107	Negative	Strong	Negative_Strong
ASV49_ANPR	ASV18_ANPR	0.001	0.7946	Positive	Strong	Positive_Strong
ASV50_ANPR	ASV18_ANPR	0.002	-0.4712	Negative	Strong	Negative_Strong
ASV51_Mesorhizobium	ASV18_ANPR	0.001	-0.4821	Negative	Strong	Negative_Strong
ASV53_ANPR	ASV18_ANPR	0.001	-0.4731	Negative	Strong	Negative_Strong
ASV55_ANPR	ASV18_ANPR	0.001	-0.5051	Negative	Strong	Negative_Strong
ASV56_ANPR	ASV18_ANPR	0.002	-0.3675	Negative	Weak	Negative_Weak
ASV569_unknown	ASV18_ANPR	0.009	-0.3233	Negative	Weak	Negative_Weak
ASV58_ANPR	ASV18_ANPR	0.001	-0.4061	Negative	Strong	Negative_Strong
ASV59_ANPR	ASV18_ANPR	0.001	-0.4735	Negative	Strong	Negative_Strong
ASV6_Mesorhizobium	ASV18_ANPR	0.001	-0.6281	Negative	Strong	Negative_Strong
ASV60_Mesorhizobium	ASV18_ANPR	0.001	0.6959	Positive	Strong	Positive_Strong
ASV61_ANPR	ASV18_ANPR	0.001	0.6909	Positive	Strong	Positive_Strong
ASV63_unknown	ASV18_ANPR	0.001	-0.4643	Negative	Strong	Negative_Strong
ASV64_Mesorhizobium	ASV18_ANPR	0.002	0.6629	Positive	Strong	Positive_Strong
ASV66_Mesorhizobium	ASV18_ANPR	0.001	-0.5125	Negative	Strong	Negative_Strong
ASV67_Mesorhizobium	ASV18_ANPR	0.001	0.6948	Positive	Strong	Positive_Strong
ASV68_Mesorhizobium	ASV18_ANPR	0.001	0.8578	Positive	Strong	Positive_Strong
ASV70_Caulobacter	ASV18_ANPR	0.003	-0.2883	Negative	Weak	Negative_Weak
ASV72_ANPR	ASV18_ANPR	0.001	0.7644	Positive	Strong	Positive_Strong
ASV733_unknown	ASV18_ANPR	0.001	-0.4043	Negative	Strong	Negative_Strong
ASV74_ANPR	ASV18_ANPR	0.001	0.8548	Positive	Strong	Positive_Strong
ASV747_unknown	ASV18_ANPR	0.005	-0.2758	Negative	Weak	Negative_Weak
ASV748_Mesorhizobium	ASV18_ANPR	0.002	-0.4339	Negative	Strong	Negative_Strong
ASV75_ANPR	ASV18_ANPR	0.001	0.8339	Positive	Strong	Positive_Strong
ASV756_Mesorhizobium	ASV18_ANPR	0.01	-0.2658	Negative	Weak	Negative_Weak
ASV76_Mesorhizobium	ASV18_ANPR	0.001	0.7305	Positive	Strong	Positive_Strong
ASV78_ANPR	ASV18_ANPR	0.001	0.8183	Positive	Strong	Positive_Strong
ASV8_Mesorhizobium	ASV18_ANPR	0.001	0.7848	Positive	Strong	Positive_Strong
ASV80_ANPR	ASV18_ANPR	0.001	0.8094	Positive	Strong	Positive_Strong
ASV81_Mesorhizobium	ASV18_ANPR	0.001	0.6202	Positive	Strong	Positive_Strong
ASV82_ANPR	ASV18_ANPR	0.001	0.7847	Positive	Strong	Positive_Strong
ASV84_Mesorhizobium	ASV18_ANPR	0.001	-0.5008	Negative	Strong	Negative_Strong
ASV869_ANPR	ASV18_ANPR	0.001	-0.4976	Negative	Strong	Negative_Strong
ASV87_Mesorhizobium	ASV18_ANPR	0.003	-0.4395	Negative	Strong	Negative_Strong
ASV879_Mesorhizobium	ASV18_ANPR	0.001	-0.3809	Negative	Weak	Negative_Weak
ASV89_ANPR	ASV18_ANPR	0.001	0.8039	Positive	Strong	Positive_Strong
ASV9_ANPR	ASV18_ANPR	0.001	0.9396	Positive	Strong	Positive_Strong
ASV920_ANPR	ASV18_ANPR	0.001	-0.48	Negative	Strong	Negative_Strong
ASV93_ANPR	ASV18_ANPR	0.001	-0.4046	Negative	Strong	Negative_Strong
ASV95_ANPR	ASV18_ANPR	0.001	0.8641	Positive	Strong	Positive_Strong
ASV954_unknown	ASV18_ANPR	0.007	-0.3025	Negative	Weak	Negative_Weak
ASV97_ANPR	ASV18_ANPR	0.001	-0.4989	Negative	Strong	Negative_Strong
ASV98_unknown	ASV18_ANPR	0.001	-0.4007	Negative	Strong	Negative_Strong
ASV202_unknown	ASV185_unknown	0.001	-0.4379	Negative	Strong	Negative_Strong
ASV21_ANPR	ASV185_unknown	0.001	-0.4922	Negative	Strong	Negative_Strong
ASV22_Mesorhizobium	ASV185_unknown	0.001	0.6645	Positive	Strong	Positive_Strong
ASV247_Mesorhizobium	ASV185_unknown	0.001	0.598	Positive	Strong	Positive_Strong
ASV254_ANPR	ASV185_unknown	0.001	0.583	Positive	Strong	Positive_Strong
ASV26_Mesorhizobium	ASV185_unknown	0.001	0.5754	Positive	Strong	Positive_Strong
ASV261_ANPR	ASV185_unknown	0.004	-0.3666	Negative	Weak	Negative_Weak
ASV27_unknown	ASV185_unknown	0.001	-0.5246	Negative	Strong	Negative_Strong
ASV281_Mesorhizobium	ASV185_unknown	0.001	0.5678	Positive	Strong	Positive_Strong
ASV292_Mesorhizobium	ASV185_unknown	0.005	0.3986	Positive	Weak	Positive_Weak
ASV3_ANPR	ASV185_unknown	0.001	-0.5245	Negative	Strong	Negative_Strong
ASV31_Mesorhizobium	ASV185_unknown	0.001	-0.5143	Negative	Strong	Negative_Strong
ASV32_ANPR	ASV185_unknown	0.001	0.7026	Positive	Strong	Positive_Strong
ASV33_ANPR	ASV185_unknown	0.001	-0.5052	Negative	Strong	Negative_Strong
ASV34_ANPR	ASV185_unknown	0.001	-0.5452	Negative	Strong	Negative_Strong
ASV348_unknown	ASV185_unknown	0.001	0.6083	Positive	Strong	Positive_Strong
ASV36_Mesorhizobium	ASV185_unknown	0.001	0.6516	Positive	Strong	Positive_Strong
ASV37_unknown	ASV185_unknown	0.001	-0.5458	Negative	Strong	Negative_Strong
ASV39_unknown	ASV185_unknown	0.001	-0.5059	Negative	Strong	Negative_Strong
ASV41_unknown	ASV185_unknown	0.001	-0.5073	Negative	Strong	Negative_Strong
ASV47_Mesorhizobium	ASV185_unknown	0.009	0.3042	Positive	Weak	Positive_Weak
ASV49_ANPR	ASV185_unknown	0.001	-0.5204	Negative	Strong	Negative_Strong
ASV50_ANPR	ASV185_unknown	0.001	0.6549	Positive	Strong	Positive_Strong
ASV51_Mesorhizobium	ASV185_unknown	0.001	0.6502	Positive	Strong	Positive_Strong
ASV53_ANPR	ASV185_unknown	0.003	0.6344	Positive	Strong	Positive_Strong
ASV55_ANPR	ASV185_unknown	0.001	0.6504	Positive	Strong	Positive_Strong
ASV569_unknown	ASV185_unknown	0.008	0.3911	Positive	Weak	Positive_Weak
ASV59_ANPR	ASV185_unknown	0.001	0.6492	Positive	Strong	Positive_Strong
ASV6_Mesorhizobium	ASV185_unknown	0.002	0.3385	Positive	Weak	Positive_Weak
ASV60_Mesorhizobium	ASV185_unknown	0.004	-0.3487	Negative	Weak	Negative_Weak
ASV61_ANPR	ASV185_unknown	0.001	-0.4022	Negative	Strong	Negative_Strong
ASV63_unknown	ASV185_unknown	0.002	0.6119	Positive	Strong	Positive_Strong
ASV64_Mesorhizobium	ASV185_unknown	0.001	-0.4577	Negative	Strong	Negative_Strong
ASV66_Mesorhizobium	ASV185_unknown	0.001	0.6486	Positive	Strong	Positive_Strong
ASV67_Mesorhizobium	ASV185_unknown	0.001	-0.4759	Negative	Strong	Negative_Strong
ASV68_Mesorhizobium	ASV185_unknown	0.001	-0.415	Negative	Strong	Negative_Strong
ASV72_ANPR	ASV185_unknown	0.001	-0.4602	Negative	Strong	Negative_Strong
ASV733_unknown	ASV185_unknown	0.002	0.4687	Positive	Strong	Positive_Strong
ASV74_ANPR	ASV185_unknown	0.001	-0.5342	Negative	Strong	Negative_Strong
ASV748_Mesorhizobium	ASV185_unknown	0.002	0.4764	Positive	Strong	Positive_Strong
ASV75_ANPR	ASV185_unknown	0.001	-0.5047	Negative	Strong	Negative_Strong
ASV76_Mesorhizobium	ASV185_unknown	0.001	-0.4827	Negative	Strong	Negative_Strong
ASV78_ANPR	ASV185_unknown	0.001	-0.4641	Negative	Strong	Negative_Strong
ASV8_Mesorhizobium	ASV185_unknown	0.005	-0.3305	Negative	Weak	Negative_Weak
ASV80_ANPR	ASV185_unknown	0.001	-0.5039	Negative	Strong	Negative_Strong
ASV81_Mesorhizobium	ASV185_unknown	0.001	-0.4403	Negative	Strong	Negative_Strong
ASV82_ANPR	ASV185_unknown	0.001	-0.5036	Negative	Strong	Negative_Strong
ASV84_Mesorhizobium	ASV185_unknown	0.001	0.6104	Positive	Strong	Positive_Strong
ASV869_ANPR	ASV185_unknown	0.002	0.5164	Positive	Strong	Positive_Strong
ASV89_ANPR	ASV185_unknown	0.001	-0.4702	Negative	Strong	Negative_Strong
ASV9_ANPR	ASV185_unknown	0.001	-0.5458	Negative	Strong	Negative_Strong
ASV920_ANPR	ASV185_unknown	0.001	0.4822	Positive	Strong	Positive_Strong
ASV95_ANPR	ASV185_unknown	0.001	-0.4905	Negative	Strong	Negative_Strong
ASV97_ANPR	ASV185_unknown	0.001	0.6225	Positive	Strong	Positive_Strong
ASV202_unknown	ASV188_Mesorhizobium	0.01	-0.2977	Negative	Weak	Negative_Weak
ASV21_ANPR	ASV188_Mesorhizobium	0.001	-0.4009	Negative	Strong	Negative_Strong
ASV217_Mesorhizobium	ASV188_Mesorhizobium	5e-04	0.5311	Positive	Strong	Positive_Strong
ASV231_Mesorhizobium	ASV188_Mesorhizobium	5e-04	0.5191	Positive	Strong	Positive_Strong
ASV244_ANPR	ASV188_Mesorhizobium	5e-04	0.546	Positive	Strong	Positive_Strong
ASV250_Mesorhizobium	ASV188_Mesorhizobium	5e-04	0.5302	Positive	Strong	Positive_Strong
ASV27_unknown	ASV188_Mesorhizobium	0.001	-0.4191	Negative	Strong	Negative_Strong
ASV3_ANPR	ASV188_Mesorhizobium	0.001	-0.3708	Negative	Weak	Negative_Weak
ASV31_Mesorhizobium	ASV188_Mesorhizobium	0.001	-0.4066	Negative	Strong	Negative_Strong
ASV33_ANPR	ASV188_Mesorhizobium	0.001	-0.398	Negative	Weak	Negative_Weak
ASV34_ANPR	ASV188_Mesorhizobium	0.001	-0.4165	Negative	Strong	Negative_Strong
ASV37_unknown	ASV188_Mesorhizobium	0.001	-0.4172	Negative	Strong	Negative_Strong
ASV39_unknown	ASV188_Mesorhizobium	0.001	-0.4339	Negative	Strong	Negative_Strong
ASV41_unknown	ASV188_Mesorhizobium	0.001	-0.4269	Negative	Strong	Negative_Strong
ASV43_unknown	ASV188_Mesorhizobium	5e-04	0.5897	Positive	Strong	Positive_Strong
ASV49_ANPR	ASV188_Mesorhizobium	0.001	-0.3601	Negative	Weak	Negative_Weak
ASV56_ANPR	ASV188_Mesorhizobium	5e-04	0.5779	Positive	Strong	Positive_Strong
ASV58_ANPR	ASV188_Mesorhizobium	5e-04	0.5788	Positive	Strong	Positive_Strong
ASV6_Mesorhizobium	ASV188_Mesorhizobium	0.002	0.3398	Positive	Weak	Positive_Weak
ASV60_Mesorhizobium	ASV188_Mesorhizobium	0.001	-0.4267	Negative	Strong	Negative_Strong
ASV61_ANPR	ASV188_Mesorhizobium	0.001	-0.3335	Negative	Weak	Negative_Weak
ASV68_Mesorhizobium	ASV188_Mesorhizobium	0.001	-0.4289	Negative	Strong	Negative_Strong
ASV72_ANPR	ASV188_Mesorhizobium	0.002	-0.3629	Negative	Weak	Negative_Weak
ASV74_ANPR	ASV188_Mesorhizobium	0.001	-0.4315	Negative	Strong	Negative_Strong
ASV75_ANPR	ASV188_Mesorhizobium	0.002	-0.3691	Negative	Weak	Negative_Weak
ASV76_Mesorhizobium	ASV188_Mesorhizobium	0.003	-0.3619	Negative	Weak	Negative_Weak
ASV78_ANPR	ASV188_Mesorhizobium	0.002	-0.4138	Negative	Strong	Negative_Strong
ASV80_ANPR	ASV188_Mesorhizobium	0.001	-0.3909	Negative	Weak	Negative_Weak
ASV82_ANPR	ASV188_Mesorhizobium	0.002	-0.3629	Negative	Weak	Negative_Weak
ASV89_ANPR	ASV188_Mesorhizobium	0.001	-0.3897	Negative	Weak	Negative_Weak
ASV9_ANPR	ASV188_Mesorhizobium	0.001	-0.4269	Negative	Strong	Negative_Strong
ASV93_ANPR	ASV188_Mesorhizobium	5e-04	0.5517	Positive	Strong	Positive_Strong
ASV95_ANPR	ASV188_Mesorhizobium	0.001	-0.3887	Negative	Weak	Negative_Weak
ASV98_unknown	ASV188_Mesorhizobium	5e-04	0.591	Positive	Strong	Positive_Strong
ASV21_ANPR	ASV197_Mesorhizobium	0.003	-0.4832	Negative	Strong	Negative_Strong
ASV261_ANPR	ASV197_Mesorhizobium	0.001	-0.4389	Negative	Strong	Negative_Strong
ASV27_unknown	ASV197_Mesorhizobium	0.003	-0.4661	Negative	Strong	Negative_Strong
ASV281_Mesorhizobium	ASV197_Mesorhizobium	0.008	0.3565	Positive	Weak	Positive_Weak
ASV292_Mesorhizobium	ASV197_Mesorhizobium	0.001	0.4572	Positive	Strong	Positive_Strong
ASV3_ANPR	ASV197_Mesorhizobium	0.007	-0.4474	Negative	Strong	Negative_Strong
ASV31_Mesorhizobium	ASV197_Mesorhizobium	0.002	-0.4922	Negative	Strong	Negative_Strong
ASV33_ANPR	ASV197_Mesorhizobium	0.002	-0.4673	Negative	Strong	Negative_Strong
ASV336_Mesorhizobium	ASV197_Mesorhizobium	0.007	0.3216	Positive	Weak	Positive_Weak
ASV34_ANPR	ASV197_Mesorhizobium	0.004	-0.486	Negative	Strong	Negative_Strong
ASV35_Mesorhizobium	ASV197_Mesorhizobium	0.006	0.4314	Positive	Strong	Positive_Strong
ASV359_Mesorhizobium	ASV197_Mesorhizobium	0.008	0.3059	Positive	Weak	Positive_Weak
ASV37_unknown	ASV197_Mesorhizobium	0.001	-0.4644	Negative	Strong	Negative_Strong
ASV39_unknown	ASV197_Mesorhizobium	0.001	-0.5094	Negative	Strong	Negative_Strong
ASV41_unknown	ASV197_Mesorhizobium	0.002	-0.4668	Negative	Strong	Negative_Strong
ASV47_Mesorhizobium	ASV197_Mesorhizobium	0.003	0.4892	Positive	Strong	Positive_Strong
ASV49_ANPR	ASV197_Mesorhizobium	0.006	-0.4185	Negative	Strong	Negative_Strong
ASV61_ANPR	ASV197_Mesorhizobium	0.006	-0.4409	Negative	Strong	Negative_Strong
ASV64_Mesorhizobium	ASV197_Mesorhizobium	0.005	-0.4346	Negative	Strong	Negative_Strong
ASV67_Mesorhizobium	ASV197_Mesorhizobium	0.001	-0.4428	Negative	Strong	Negative_Strong
ASV68_Mesorhizobium	ASV197_Mesorhizobium	0.001	-0.4746	Negative	Strong	Negative_Strong
ASV72_ANPR	ASV197_Mesorhizobium	0.002	-0.5323	Negative	Strong	Negative_Strong
ASV74_ANPR	ASV197_Mesorhizobium	0.002	-0.4507	Negative	Strong	Negative_Strong
ASV748_Mesorhizobium	ASV197_Mesorhizobium	0.01	0.3206	Positive	Weak	Positive_Weak
ASV75_ANPR	ASV197_Mesorhizobium	0.002	-0.4827	Negative	Strong	Negative_Strong
ASV76_Mesorhizobium	ASV197_Mesorhizobium	0.009	-0.3932	Negative	Weak	Negative_Weak
ASV78_ANPR	ASV197_Mesorhizobium	0.001	-0.5214	Negative	Strong	Negative_Strong
ASV8_Mesorhizobium	ASV197_Mesorhizobium	0.008	-0.4587	Negative	Strong	Negative_Strong
ASV80_ANPR	ASV197_Mesorhizobium	0.002	-0.4661	Negative	Strong	Negative_Strong
ASV81_Mesorhizobium	ASV197_Mesorhizobium	0.004	-0.4253	Negative	Strong	Negative_Strong
ASV82_ANPR	ASV197_Mesorhizobium	0.001	-0.4738	Negative	Strong	Negative_Strong
ASV87_Mesorhizobium	ASV197_Mesorhizobium	0.002	0.4752	Positive	Strong	Positive_Strong
